iter	Passed	Remaining
231	3810	12612
232	3826	12596
233	3842	12577
234	3858	12561
235	3875	12546
236	3892	12533
237	3911	12523
238	3933	12523
239	3950	12511
240	3968	12497
241	3985	12483
242	3999	12459
243	4014	12437
244	4028	12415
245	4043	12394
246	4058	12371
247	4072	12349
248	4087	12327
249	4107	12321
250	4124	12308
251	4142	12295
252	4158	12276
253	4172	12254
254	4186	12231
255	4200	12208
256	4215	12187
257	4230	12167
258	4246	12147
259	4259	12122
260	4273	12100
261	4289	12081
262	4303	12060
263	4317	12037
264	4335	12023
265	4352	12010
266	4371	12001
267	4386	11980
268	4400	11958
269	4415	11938
270	4429	11916
271	4444	11896
272	4459	11874
273	4474	11854
274	4488	11833
275	4502	11811
276	4517	11790
277	4531	11769
278	4551	11763
279	4568	11748
280	4583	11729
281	4600	11712
282	4615	11693
283	4630	11673
284	4645	11655
285	4663	11643
286	4678	11624
287	4693	11602
288	4707	11581
289	4722	11561
290	4736	11540
291	4752	11523
292	4767	11503
293	4785	11491
294	4802	11476
295	4816	11456
296	4830	11434
297	4849	11423
298	4867	11412
299	4885	11399
300	4903	11387
301	4919	11370
302	4939	11362
303	4959	11354
304	4978	11345
305	4997	11334
306	5015	11322
307	5034	11310
308	5051	11296
309	5065	11275
310	5079	11253
311	5095	11236
312	5109	11215
313	5124	11195
314	5139	11175
315	5153	11156
316	5172	11144
317	5189	11130
318	5204	11110
319	5222	11097
320	5238	11080
321	5252	11060
322	5267	11039
323	5282	11022
324	5297	11002
325	5311	10981
326	5325	10961
327	5341	10944
328	5356	10925
329	5371	10905
330	5391	10897
331	5408	10882
332	5422	10860
333	5436	10841
334	5452	10822
335	5468	10806
336	5485	10790
337	5498	10769
338	5513	10751
339	5528	10732
340	5543	10712
341	5557	10692
342	5572	10673
343	5588	10656
344	5606	10643
345	5625	10632
346	5642	10618
347	5661	10606
348	5676	10589
349	5690	10568
350	5705	10549
351	5721	10532
352	5736	10513
353	5752	10498
354	5770	10484
355	5785	10465
356	5800	10446
357	5819	10436
358	5841	10429
359	5857	10413
360	5873	10396
361	5888	10377
362	5902	10358
363	5917	10339
364	5932	10320
365	5947	10302
366	5961	10281
367	5976	10263
368	5990	10244
369	6005	10226
370	6021	10208
371	6040	10197
372	6058	10183
373	6073	10164
374	6087	10145
375	6102	10127
376	6116	10108
377	6130	10088
378	6145	10070
379	6161	10052
380	6175	10033
381	6190	10014
382	6205	9996
383	6221	9979
384	6238	9965
385	6257	9953
386	6271	9934
387	6286	9915
388	6301	9898
389	6318	9882
390	6333	9865
391	6347	9845
392	6361	9825
393	6376	9807
394	6391	9789
395	6406	9771
396	6421	9753
397	6442	9744
398	6460	9730
399	6475	9712
400	6490	9695
401	6505	9677
402	6520	9659
403	6535	9641
404	6549	9622
405	6564	9604
406	6580	9588
407	6598	9573
408	6612	9555
409	6629	9539
410	6648	9528
411	6664	9511
412	6678	9492
413	6692	9473
414	6706	9454
415	6721	9435
416	6735	9416
417	6749	9398
418	6764	9380
419	6779	9362
420	6793	9343
421	6808	9325
422	6823	9307
423	6843	9296
424	6864	9286
425	6879	9268
426	6893	9250
427	6908	9232
428	6923	9215
429	6937	9195
430	6951	9177
431	6965	9158
432	6980	9141
433	6995	9123
434	7010	9105
435	7025	9087
436	7040	9070
437	7059	9058
438	7077	9044
439	7092	9026
440	7107	9009
441	7122	8991
442	7139	8976
443	7154	8959
444	7170	8943
445	7186	8926
446	7202	8910
447	7216	8891
448	7230	8873
449	7245	8855
450	7261	8839
451	7281	8828
452	7297	8812
453	7312	8794
454	7327	8776
455	7341	8758
456	7356	8740
457	7371	8723
458	7385	8705
459	7400	8687
460	7418	8673
461	7433	8655
462	7447	8637
463	7464	8622
464	7480	8606
465	7499	8593
466	7515	8577
467	7530	8560
468	7544	8542
469	7561	8526
470	7577	8510
471	7592	8493
472	7607	8475
473	7620	8457
474	7635	8439
475	7650	8421
476	7665	8404
477	7686	8393
478	7704	8380
479	7719	8362
480	7733	8344
481	7747	8326
482	7763	8309
483	7779	8293
484	7793	8275
485	7808	8258
486	7823	8241
487	7839	8224
488	7855	8208
489	7872	8193
490	7891	8181
491	7908	8165
492	7923	8148
493	7938	8131
494	7954	8114
495	7970	8099
496	7987	8083
497	8002	8066
498	8016	8048
499	8031	8031
500	8047	8015
501	8062	7998
502	8079	7983
503	8095	7967
504	8114	7953
505	8129	7936
506	8144	7919
507	8161	7904
508	8180	7891
509	8198	7877
510	8213	7860
511	8231	7845
512	8247	7829
513	8263	7813
514	8278	7796
515	8299	7784
516	8316	7769
517	8333	7754
518	8351	7739
519	8369	7725
520	8384	7708
521	8398	7690
522	8413	7673
523	8428	7656
524	8443	7639
525	8458	7622
526	8473	7605
527	8487	7587
528	8505	7572
529	8524	7559
530	8543	7545
531	8562	7532
532	8577	7515
533	8592	7498
534	8606	7480
535	8620	7462
536	8634	7444
537	8649	7427
538	8664	7410
539	8678	7393
540	8693	7376
541	8711	7361
542	8733	7350
543	8753	7337
544	8774	7325
545	8798	7315
546	8818	7302
547	8840	7291
548	8860	7278
549	8878	7264
550	8897	7250
551	8917	7237
552	8934	7222
553	8954	7208
554	8969	7191
555	8985	7175
556	8999	7157
557	9015	7140
558	9030	7124
559	9046	7107
560	9062	7091
561	9080	7077
562	9096	7060
563	9111	7043
564	9129	7028
565	9149	7015
566	9163	6997
567	9178	6980
568	9193	6963
569	9209	6947
570	9225	6930
571	9241	6914
572	9261	6901
573	9288	6893
574	9309	6881
575	9330	6868
576	9351	6855
577	9370	6841
578	9386	6825
579	9401	6808
580	9417	6791
581	9437	6778
582	9451	6760
583	9465	6742
584	9481	6726
585	9496	6709
586	9511	6691
587	9527	6675
588	9546	6661
589	9564	6646
590	9579	6629
591	9594	6612
592	9610	6595
593	9624	6578
594	9639	6561
595	9654	6544
596	9670	6527
597	9685	6511
598	9700	6494
599	9719	6479
600	9735	6463
601	9754	6448
602	9771	6433
603	9792	6420
604	9811	6405
605	9828	6389
606	9846	6374
607	9864	6360
608	9882	6345
609	9899	6329
610	9917	6314
611	9936	6299
612	9954	6284
613	9975	6271
614	9996	6258
615	10011	6240
616	10026	6223
617	10041	6206
618	10056	6189
619	10071	6173
620	10087	6156
621	10102	6139
622	10116	6122
623	10132	6105
624	10149	6089
625	10168	6075
626	10187	6060
627	10212	6049
628	10229	6033
629	10245	6017
630	10265	6002
631	10284	5988
632	10299	5971
633	10315	5954
634	10330	5937
635	10345	5921
636	10361	5904
637	10379	5889
638	10399	5875
639	10414	5858
640	10430	5841
641	10444	5824
642	10459	5807
643	10474	5790
644	10489	5773
645	10509	5758
646	10528	5744
647	10546	5729
648	10563	5712
649	10577	5695
650	10599	5682
651	10618	5667
652	10634	5650
653	10649	5634
654	10664	5617
655	10679	5600
656	10694	5583
657	10709	5566
658	10723	5548
659	10739	5532
660	10754	5515
661	10769	5498
662	10787	5483
663	10805	5467
664	10826	5454
665	10841	5436
666	10855	5419
667	10871	5402
668	10886	5386
669	10900	5369
670	10916	5352
671	10931	5335
672	10946	5318
673	10961	5301
674	10976	5284
675	10993	5268
676	11009	5252
677	11028	5237
678	11043	5220
679	11058	5203
680	11073	5187
681	11092	5172
682	11107	5155
683	11122	5138
684	11137	5121
685	11151	5104
686	11166	5087
687	11181	5070
688	11199	5055
689	11219	5040
690	11237	5025
691	11253	5008
692	11268	4991
693	11283	4975
694	11299	4958
695	11314	4941
696	11330	4925
697	11345	4908
698	11363	4893
699	11379	4876
700	11394	4860
701	11411	4844
702	11429	4828
703	11446	4812
704	11461	4795
705	11476	4779
706	11492	4762
707	11507	4745
708	11522	4729
709	11538	4712
710	11553	4696
711	11568	4679
712	11584	4663
713	11599	4646
714	11616	4630
715	11633	4614
716	11655	4600
717	11671	4584
718	11686	4567
719	11702	4550
720	11716	4533
721	11731	4517
722	11746	4500
723	11761	4483
724	11776	4466
725	11791	4450
726	11807	4433
727	11824	4417
728	11845	4403
729	11862	4387
730	11878	4371
731	11894	4354
732	11915	4340
733	11935	4325
734	11955	4310
735	11974	4295
736	11995	4280
737	12014	4265
738	12046	4254
739	12072	4241
740	12094	4227
741	12112	4211
742	12131	4196
743	12151	4181
744	12172	4166
745	12194	4151
746	12211	4135
747	12229	4120
748	12244	4103
749	12266	4088
750	12287	4074
751	12307	4058
752	12322	4042
753	12337	4025
754	12353	4008
755	12368	3992
756	12388	3976
757	12404	3960
758	12424	3944
759	12443	3929
760	12466	3915
761	12490	3901
762	12508	3885
763	12527	3869
764	12546	3854
765	12566	3838
766	12584	3822
767	12603	3807
768	12621	3791
769	12641	3776
770	12663	3761
771	12684	3746
772	12700	3729
773	12719	3714
774	12735	3697
775	12754	3681
776	12774	3666
777	12793	3650
778	12811	3634
779	12831	3619
780	12850	3603
781	12871	3588
782	12892	3572
783	12912	3557
784	12929	3541
785	12948	3525
786	12967	3509
787	12986	3493
788	13006	3478
789	13028	3463
790	13043	3446
791	13062	3430
792	13083	3415
793	13104	3399
794	13122	3383
795	13141	3367
796	13160	3352
797	13179	3336
798	13198	3320
799	13217	3304
800	13236	3288
801	13258	3273
802	13279	3257
803	13303	3243
804	13324	3227
805	13343	3211
806	13360	3195
807	13381	3179
808	13397	3163
809	13416	3146
810	13434	3130
811	13453	3114
812	13471	3098
813	13491	3082
814	13512	3067
815	13533	3051
816	13550	3035
817	13573	3019
818	13593	3004
819	13613	2988
820	13633	2972
821	13648	2955
822	13665	2938
823	13679	2921
824	13694	2904
825	13712	2888
826	13735	2873
827	13758	2857
828	13778	2842
829	13799	2826
830	13819	2810
831	13840	2794
832	13863	2779
833	13880	2762
834	13899	2746
835	13919	2730
836	13941	2715
837	13961	2699
838	13978	2682
839	13998	2666
840	14015	2649
841	14032	2633
842	14048	2616
843	14063	2599
844	14077	2582
845	14093	2565
846	14108	2548
847	14128	2532
848	14149	2516
849	14166	2500
850	14182	2483
851	14197	2466
852	14211	2449
853	14227	2432
854	14242	2415
855	14257	2398
856	14273	2381
857	14289	2364
858	14303	2347
859	14317	2330
860	14334	2314
861	14354	2298
862	14372	2281
863	14387	2264
864	14405	2248
865	14420	2231
866	14434	2214
867	14450	2197
868	14465	2180
869	14481	2163
870	14496	2146
871	14511	2130
872	14525	2113
873	14543	2096
874	14563	2080
875	14583	2064
876	14601	2047
877	14620	2031
878	14637	2015
879	14655	1998
880	14674	1982
881	14694	1965
882	14715	1949
883	14736	1933
884	14757	1917
885	14779	1901
886	14799	1885
887	14818	1869
888	14837	1852
889	14858	1836
890	14878	1820
891	14898	1803
892	14915	1787
893	14933	1770
894	14953	1754
895	14975	1738
896	14995	1721
897	15013	1705
898	15032	1688
899	15047	1671
900	15063	1655
901	15079	1638
902	15099	1621
903	15116	1605
904	15134	1588
905	15152	1572
906	15170	1555
907	15190	1539
908	15209	1522
909	15228	1506
910	15247	1489
911	15265	1473
912	15281	1456
913	15298	1439
914	15316	1422
915	15332	1406
916	15350	1389
917	15367	1372
918	15385	1356
919	15404	1339
920	15424	1323
921	15443	1306
922	15461	1289
923	15479	1273
924	15499	1256
925	15519	1240
926	15537	1223
927	15552	1206
928	15568	1189
929	15584	1172
930	15599	1156
931	15620	1139
932	15640	1123
933	15658	1106
934	15677	1089
935	15695	1073
936	15713	1056
937	15731	1039
938	15749	1023
939	15769	1006
940	15791	990
941	15808	973
942	15827	956
943	15848	940
944	15866	923
945	15886	906
946	15904	890
947	15922	873
948	15939	856
949	15956	839
950	15973	823
951	15990	806
952	16007	789
953	16024	772
954	16043	755
955	16069	739
956	16087	722
957	16103	706
958	16120	689
959	16136	672
960	16152	655
961	16167	638
962	16182	621
963	16197	604
964	16211	587
965	16226	571
966	16241	554
967	16263	537
968	16282	520
969	16300	504
970	16320	487
971	16341	470
972	16360	453
973	16379	437
974	16398	420
975	16417	403
976	16435	386
977	16454	370
978	16474	353
979	16493	336
980	16513	319
981	16531	303
982	16550	286
983	16567	269
984	16584	252
985	16604	235
986	16622	218
987	16641	202
988	16662	185
989	16682	168
990	16701	151
991	16722	134
992	16743	118
993	16762	101
994	16781	84
995	16800	67
996	16821	50
997	16843	33
998	16866	16
999	16886	0
