iter	RMSE
280	2103716.958
281	2102053.331
282	2100753.394
283	2099828.604
284	2098412.615
285	2097418.883
286	2095823.184
287	2095112.679
288	2094063.966
289	2092943.805
290	2092027.78
291	2090987.696
292	2090857.022
293	2089653.286
294	2087920.416
295	2086809.008
296	2086225.922
297	2084604.821
298	2083364.769
299	2082066.109
300	2080276.962
301	2080154.102
302	2078498.12
303	2078419.026
304	2076886.599
305	2076329.949
306	2074929.008
307	2073443.217
308	2072184.478
309	2070893.634
310	2070427.792
311	2070069.011
312	2069286.413
313	2067989.769
314	2067329.659
315	2067021.687
316	2065883.492
317	2064901.117
318	2064048.53
319	2062739.135
320	2061110.435
321	2059393.667
322	2059055.705
323	2057461.039
324	2056742.595
325	2056307.382
326	2055536.247
327	2054245.491
328	2052426.823
329	2051397.057
330	2050534.96
331	2050262.254
332	2049719.797
333	2048490.151
334	2047183.502
335	2045541.862
336	2044215.19
337	2044113.765
338	2043361.968
339	2041909.035
340	2041668.118
341	2039641.059
342	2038318.705
343	2038070.773
344	2037030.043
345	2035030.518
346	2034368.434
347	2033799.323
348	2033725.437
349	2033267.665
350	2032299.831
351	2031353.544
352	2031262.179
353	2030284.615
354	2028607.945
355	2027444.239
356	2026331.69
357	2024886.067
358	2024224.316
359	2023514.577
360	2022620.279
361	2021257.072
362	2020586.994
363	2019289.266
364	2018179.712
365	2016897.817
366	2016304.513
367	2015352.882
368	2014517.942
369	2012567.391
370	2012312.355
371	2011405.465
372	2011204.732
373	2009903.716
374	2009141.022
375	2008452.865
376	2007193.495
377	2006759.764
378	2005718.349
379	2004691.498
380	2003925.967
381	2002834.128
382	2001919.077
383	2001149.158
384	2000427.682
385	1999584.448
386	1998495.917
387	1997496.732
388	1997209.047
389	1996317.025
390	1995376.082
391	1994590.493
392	1994351.116
393	1993769.936
394	1992985.163
395	1992144.971
396	1990649.033
397	1989054.333
398	1987663.905
399	1986270.394
400	1985438.709
401	1984153.8
402	1983312.364
403	1982416.935
404	1980997.168
405	1979985.972
406	1979058.414
407	1978017.013
408	1977859.702
409	1977351.072
410	1976833.875
411	1975314.08
412	1974748.036
413	1974684.051
414	1973694.758
415	1973339.746
416	1973271.181
417	1972352.514
418	1971026.017
419	1970155.84
420	1968821.464
421	1967437.526
422	1966687.661
423	1966169.387
424	1964634.605
425	1963827.085
426	1963764.561
427	1963108.342
428	1961881.01
429	1961803.083
430	1961204.13
431	1960798.113
432	1959759.014
433	1959051.978
434	1958859.784
435	1957983.131
436	1957150.537
437	1956203.031
438	1955969.829
439	1954930.367
440	1953884.658
441	1952973.923
442	1951574.221
443	1950624.549
444	1950024.084
445	1949366.97
446	1947846.667
447	1947776.891
448	1946840.572
449	1945625.348
450	1944734.836
451	1944334.923
452	1943548.896
453	1942978.92
454	1941935.341
455	1941732.38
456	1941081.719
457	1940245.655
458	1939541.9
459	1939075.491
460	1938296.739
461	1937327.175
462	1936336.328
463	1935467.925
464	1934747.821
465	1934285.173
466	1933391.064
467	1932177.627
468	1931188.932
469	1930083.629
470	1929813.853
471	1929439.088
472	1929087.414
473	1928637.535
474	1927495.832
475	1926366.626
476	1925871.153
477	1924811.446
478	1923543.815
479	1923157.83
480	1922970.995
481	1922553.494
482	1921772.391
483	1920314.503
484	1919889.266
485	1919585.048
486	1918845.736
487	1918155.395
488	1917027.095
489	1915778.269
490	1914830.243
491	1914022.613
492	1912444.309
493	1910814.682
494	1909828.656
495	1909352.268
496	1908212.929
497	1907022.032
498	1906285.882
499	1905389.483
500	1904205.084
501	1903216.459
502	1902418.903
503	1901605.39
504	1900991.792
505	1900145.237
506	1899929.29
507	1899782.895
508	1898833.486
509	1898001.073
510	1897778.646
511	1896622.412
512	1895393.566
513	1894814.357
514	1894131.807
515	1892847.428
516	1892248.397
517	1891995.191
518	1891547.658
519	1890800.544
520	1889909.576
521	1889661.338
522	1888872.094
523	1888439.444
524	1887965.14
525	1887066.024
526	1886179.624
527	1885699.823
528	1884803.128
529	1883989.163
530	1882733.748
531	1882021.572
532	1881196.727
533	1880356.823
534	1880236.616
535	1879415.221
536	1878938.198
537	1878455.959
538	1877927.286
539	1876746.253
540	1876189.413
541	1875571.166
542	1874706.4
543	1874295.454
544	1873630.854
545	1872990.898
546	1872849.11
547	1871859.534
548	1870676.984
549	1869850.031
550	1869701.999
551	1868930.624
552	1868655.33
553	1867886.417
554	1867015.168
555	1866549.97
556	1866431.639
557	1865334.821
558	1864781.885
559	1863541.336
560	1862876.452
561	1861952.962
562	1861280.293
563	1861105.455
564	1860533.965
565	1859312.861
566	1859212.433
567	1858688.111
568	1858068.598
569	1856734.957
570	1855646.131
571	1854687.725
572	1853811.201
573	1853482.205
574	1853178.571
575	1852938.779
576	1852139.297
577	1851561.763
578	1851402.137
579	1850578.01
580	1849871.187
581	1848574.662
582	1848325.889
583	1848249.772
584	1847113.507
585	1846674.259
586	1845648.869
587	1845058.801
588	1844913.975
589	1844425.002
590	1843612.083
591	1842513.707
592	1841657.369
593	1840488.654
594	1839997.438
595	1839406.12
596	1838819.408
597	1838606.264
598	1837556.846
599	1836841.598
600	1836002.18
601	1835296.272
602	1834721.299
603	1833470.655
604	1832419.657
605	1831733.919
606	1831001.525
607	1830084.062
608	1829529.721
609	1829319.104
610	1828356.187
611	1827291.717
612	1826598.164
613	1825560.986
614	1824822.21
615	1823761.462
616	1823013.698
617	1822324.413
618	1822044.032
619	1821309.73
620	1820325.75
621	1819599.685
622	1819364.071
623	1818474.765
624	1817939.652
625	1817281.724
626	1816821.195
627	1815756.924
628	1814887.032
629	1814212.953
630	1812921.816
631	1812745.881
632	1811783.257
633	1811001.108
634	1810016.05
635	1809024.442
636	1808171.605
637	1808083.859
638	1806927.424
639	1805940.059
640	1805252.207
641	1804517.882
642	1803926.316
643	1803124.415
644	1802474.273
645	1802113.369
646	1801251.685
647	1800390.142
648	1799841.588
649	1799125.082
650	1798706.65
651	1797996.072
652	1797446.266
653	1796286.281
654	1795871.162
655	1795569.131
656	1794577.327
657	1793456.727
658	1793162.705
659	1792445.385
660	1791581.79
661	1791331.321
662	1790376.529
663	1790189.217
664	1789628.065
665	1788792.994
666	1788431.883
667	1787404.597
668	1786961.654
669	1786877.258
670	1785868.944
671	1785049.075
672	1784418.379
673	1783750.78
674	1783178.711
675	1782649.14
676	1781653.655
677	1780672.948
678	1779742.798
679	1779428.957
680	1778403.333
681	1778035.065
682	1777220.269
683	1776978.601
684	1776315.335
685	1775813.009
686	1775083.564
687	1774421.272
688	1772942.33
689	1772291.254
690	1771383.769
691	1770743.636
692	1770006.454
693	1769550.726
694	1768867.639
695	1768531.587
696	1767556.892
697	1766688.767
698	1765645.284
699	1764565.138
700	1764018.694
701	1763437.152
702	1763075.077
703	1762942.461
704	1762217.192
705	1761467.8
706	1760430.411
707	1760110.056
708	1759497.427
709	1758955.242
710	1758760.633
711	1758147.887
712	1757531.885
713	1757269.944
714	1756916.485
715	1755862.035
716	1754862.064
717	1753779.793
718	1752897.844
719	1752531.888
720	1752286.353
721	1751865.031
722	1751016.867
723	1750647.199
724	1750034.69
725	1749077.652
726	1748488.33
727	1748265.293
728	1747541.799
729	1747124.345
730	1747028.841
731	1746294.864
732	1746242.218
733	1745589.792
734	1745069.483
735	1744316.909
736	1743460.294
737	1742680.593
738	1741904
739	1741209.984
740	1740678.499
741	1740473.17
742	1739942.92
743	1738926.306
744	1738156.583
745	1737900.878
746	1737453.444
747	1736883.497
748	1736547.194
749	1736443.314
750	1735635.233
751	1735477.868
752	1735203.641
753	1734602.72
754	1734303.528
755	1733596.985
756	1733040.612
757	1732387.545
758	1731399.884
759	1730681.564
760	1730224.357
761	1729201.178
762	1728707.67
763	1728198.547
764	1727759.551
765	1727277.101
766	1727243.384
767	1726665.75
768	1726499.121
769	1726032.004
770	1725552.262
771	1724916.828
772	1723996.404
773	1723801.46
774	1723506.219
775	1722983.947
776	1722237.673
777	1721880.098
778	1721379.917
779	1720758.745
780	1720361.304
781	1720019.67
782	1719495.68
783	1719035.751
784	1718238.752
785	1717782.495
786	1717161.145
787	1716794.56
788	1716473.647
789	1715864.619
790	1715823.103
791	1715168.644
792	1715021.877
793	1714700.089
794	1714308.808
795	1713786.763
796	1713188.614
797	1712722.927
798	1712195.388
799	1711443.967
800	1710694.751
801	1710316.339
802	1709778.374
803	1709649.193
804	1709319.939
805	1708974.016
806	1708254.207
807	1707401.922
808	1706682.233
809	1706173.488
810	1705645.095
811	1705339.954
812	1704264.333
813	1704000.234
814	1703076.385
815	1702620.53
816	1702423.416
817	1701800.513
818	1701002.686
819	1700473.659
820	1700271.962
821	1699621.759
822	1699044.81
823	1698680.043
824	1697892.812
825	1697308.387
826	1697098.994
827	1696710.446
828	1695847.057
829	1695740.565
830	1695215.978
831	1694418.128
832	1693534.093
833	1692941.297
834	1692173.902
835	1691305.99
836	1690551.927
837	1690158.924
838	1690022.407
839	1689380.128
840	1688879.826
841	1688352.268
842	1687899.864
843	1687692.576
844	1687653.523
845	1687197.142
846	1686452.815
847	1686123.536
848	1685623.748
849	1684994.126
850	1684593.824
851	1684447.719
852	1684416.24
853	1683834.656
854	1683428.818
855	1683109.541
856	1682609.252
857	1682021.145
858	1681271.721
859	1681238.583
860	1680436.454
861	1680309.037
862	1679547.341
863	1678820.92
864	1678558.76
865	1678089.84
866	1677540.849
867	1677073.094
868	1676632.568
869	1675973.59
870	1675504.097
871	1675114.511
872	1674517.554
873	1674105.259
874	1673320.053
875	1672932.703
876	1672373.267
877	1671953.562
878	1671481.667
879	1670825.932
880	1670170.034
881	1669789.277
882	1669352.455
883	1668806.381
884	1668411.735
885	1667855.722
886	1667152.115
887	1666960.501
888	1666917.152
889	1666126.685
890	1665415.594
891	1664983.091
892	1664587.605
893	1664215.682
894	1663390.991
895	1662734.954
896	1662257.527
897	1661812.995
898	1660899.563
899	1660771.392
900	1660195.21
901	1659269.277
902	1658445.741
903	1657434.78
904	1656833.168
905	1656143.163
906	1655527.473
907	1655104.652
908	1654813.113
909	1654320.142
910	1653934.028
911	1653445.978
912	1653299.926
913	1652740.983
914	1652325.537
915	1651987.335
916	1651413.805
917	1650839.618
918	1650232.621
919	1649878.003
920	1649206.599
921	1648623.229
922	1648072.844
923	1647745.807
924	1647061.045
925	1646824.42
926	1646161.343
927	1645591.714
928	1644902.626
929	1644420.694
930	1643707.558
931	1643185.697
932	1642939.551
933	1642329.03
934	1641902.399
935	1641164.12
936	1640676.976
937	1640104.549
938	1639386.782
939	1639155.849
940	1638664.214
941	1638232.059
942	1637381.301
943	1636573.453
944	1635767.967
945	1634872.885
946	1634133.671
947	1633737.445
948	1633395.565
949	1633087.348
950	1632601.999
951	1632257.598
952	1631879.606
953	1631323.064
954	1631016.591
955	1630127.379
956	1629814.4
957	1629458.491
958	1628563.881
959	1628215.73
960	1628092.15
961	1627684.199
962	1627061.944
963	1626881.856
964	1626671.591
965	1625946.05
966	1625297.539
967	1624585.434
968	1624184.875
969	1623614.656
970	1623152.883
971	1622803.143
972	1622293.796
973	1622177.697
974	1622042.317
975	1621257.8
976	1620769.411
977	1620097.194
978	1619900.102
979	1619213.408
980	1618613.674
981	1618264.732
982	1617470.494
983	1616916.23
984	1616401.389
985	1615809.855
986	1615295.66
987	1614719.219
988	1613945.954
989	1613584.614
990	1613023.513
991	1612553.06
992	1611812.457
993	1611165.815
994	1610621.874
995	1610461.561
996	1610113.53
997	1609424.926
998	1608884.247
999	1608462.797
