iter	Passed	Remaining
856	8877	1481
857	8886	1470
858	8896	1460
859	8906	1449
860	8917	1439
861	8927	1429
862	8937	1418
863	8948	1408
864	8958	1398
865	8968	1387
866	8978	1377
867	8989	1367
868	8999	1356
869	9009	1346
870	9019	1335
871	9029	1325
872	9040	1315
873	9050	1304
874	9060	1294
875	9070	1283
876	9080	1273
877	9090	1263
878	9100	1252
879	9110	1242
880	9120	1231
881	9130	1221
882	9140	1211
883	9151	1200
884	9162	1190
885	9172	1180
886	9182	1169
887	9192	1159
888	9202	1148
889	9212	1138
890	9222	1128
891	9232	1117
892	9242	1107
893	9252	1097
894	9262	1086
895	9272	1076
896	9283	1066
897	9294	1055
898	9304	1045
899	9314	1034
900	9324	1024
901	9334	1014
902	9344	1003
903	9355	993
904	9365	983
905	9375	972
906	9385	962
907	9395	951
908	9405	941
909	9415	931
910	9425	920
911	9435	910
912	9445	900
913	9456	889
914	9466	879
915	9476	868
916	9486	858
917	9496	848
918	9507	837
919	9517	827
920	9527	817
921	9537	806
922	9547	796
923	9558	786
924	9568	775
925	9578	765
926	9589	755
927	9599	744
928	9609	734
929	9619	724
930	9629	713
931	9639	703
932	9649	692
933	9659	682
934	9670	672
935	9680	661
936	9690	651
937	9701	641
938	9711	630
939	9722	620
940	9732	610
941	9742	599
942	9753	589
943	9764	579
944	9775	568
945	9785	558
946	9796	548
947	9806	537
948	9816	527
949	9827	517
950	9837	506
951	9847	496
952	9857	486
953	9867	475
954	9877	465
955	9887	455
956	9897	444
957	9907	434
958	9917	424
959	9927	413
960	9937	403
961	9947	392
962	9959	382
963	9972	372
964	9983	362
965	9993	351
966	10004	341
967	10015	331
968	10025	320
969	10035	310
970	10045	300
971	10055	289
972	10065	279
973	10075	268
974	10086	258
975	10096	248
976	10107	237
977	10118	227
978	10128	217
979	10138	206
980	10149	196
981	10159	186
982	10169	175
983	10180	165
984	10191	155
985	10201	144
986	10211	134
987	10221	124
988	10231	113
989	10241	103
990	10251	93
991	10262	82
992	10273	72
993	10283	62
994	10293	51
995	10303	41
996	10313	31
997	10323	20
998	10333	10
999	10343	0
