iter	RMSE
236	15.04186468
237	15.02716428
238	15.0156869
239	15.00649554
240	14.98883796
241	14.97251895
242	14.95557218
243	14.94855784
244	14.94333357
245	14.93110453
246	14.92199185
247	14.91510613
248	14.90033985
249	14.88361735
250	14.87109073
251	14.86482284
252	14.85973313
253	14.84357048
254	14.83853882
255	14.825915
256	14.81541514
257	14.79937077
258	14.794381
259	14.77595614
260	14.77103234
261	14.75670584
262	14.74507935
263	14.73008092
264	14.70993337
265	14.70503836
266	14.69744847
267	14.67682971
268	14.6590092
269	14.64749468
270	14.64265333
271	14.63217878
272	14.61897785
273	14.60332545
274	14.59250103
275	14.58174375
276	14.5667717
277	14.55005663
278	14.53111992
279	14.52629376
280	14.51020683
281	14.50544465
282	14.49865225
283	14.48283459
284	14.47637558
285	14.4673307
286	14.45644083
287	14.45171183
288	14.44706293
289	14.43485512
290	14.43025632
291	14.41339453
292	14.406634
293	14.40206702
294	14.39371882
295	14.38921167
296	14.37255761
297	14.36807894
298	14.36365052
299	14.35377783
300	14.34420746
301	14.33781927
302	14.33342618
303	14.32539626
304	14.31801753
305	14.31192922
306	14.30763806
307	14.30333103
308	14.28730969
309	14.27178421
310	14.2541369
311	14.24989047
312	14.23740002
313	14.22582917
314	14.22158855
315	14.20884221
316	14.20465158
317	14.18061689
318	14.17077591
319	14.1608056
320	14.15366772
321	14.14233168
322	14.12700831
323	14.1203891
324	14.11012161
325	14.1037095
326	14.09253585
327	14.07936914
328	14.07015276
329	14.06388828
330	14.05743186
331	14.05324139
332	14.04593593
333	14.04179942
334	14.03007856
335	14.01894137
336	14.00373035
337	13.98586139
338	13.97804168
339	13.9739199
340	13.96984182
341	13.95244215
342	13.94305771
343	13.93640589
344	13.92244207
345	13.91839835
346	13.90979865
347	13.90580097
348	13.89340787
349	13.88391053
350	13.87993499
351	13.87395968
352	13.8700131
353	13.8641961
354	13.86037806
355	13.8490118
356	13.84513103
357	13.83627982
358	13.81866213
359	13.81481638
360	13.80710679
361	13.80184816
362	13.79802724
363	13.79177456
364	13.78809463
365	13.78433869
366	13.76663881
367	13.75293232
368	13.7435012
369	13.72940894
370	13.72566195
371	13.71766499
372	13.7139572
373	13.70842092
374	13.70473466
375	13.70108285
376	13.68728857
377	13.67295247
378	13.66931859
379	13.66570897
380	13.66213336
381	13.65232202
382	13.64450028
383	13.63904211
384	13.63109309
385	13.62753241
386	13.61731628
387	13.60884477
388	13.60530268
389	13.59846935
390	13.59496167
391	13.58315053
392	13.56638981
393	13.55495796
394	13.55146823
395	13.54639301
396	13.53383645
397	13.52841506
398	13.51501207
399	13.50115987
400	13.48985975
401	13.48232965
402	13.47318494
403	13.46969388
404	13.46624207
405	13.45343686
406	13.45000864
407	13.44362938
408	13.43869643
409	13.43125595
410	13.42165814
411	13.40967297
412	13.4062769
413	13.40092424
414	13.39754361
415	13.39134907
416	13.38628716
417	13.37886839
418	13.37031366
419	13.36697361
420	13.36201927
421	13.35099167
422	13.34011115
423	13.3322505
424	13.32709302
425	13.32376898
426	13.31805457
427	13.30720686
428	13.30390608
429	13.29562308
430	13.281024
431	13.27774564
432	13.27448845
433	13.26495975
434	13.26003098
435	13.25121279
436	13.24453819
437	13.24130801
438	13.23511186
439	13.22951491
440	13.21940947
441	13.21619092
442	13.21117927
443	13.20142123
444	13.19822799
445	13.18720362
446	13.18225541
447	13.17909294
448	13.17158032
449	13.1659517
450	13.16280169
451	13.15978393
452	13.14630391
453	13.13420472
454	13.12727611
455	13.11618557
456	13.10740213
457	13.09422773
458	13.08729579
459	13.0801603
460	13.07478657
461	13.0700045
462	13.06461076
463	13.05565761
464	13.05029548
465	13.04075218
466	13.03761252
467	13.03449896
468	13.02971647
469	13.02505996
470	13.01857643
471	13.00676187
472	12.99940872
473	12.99632547
474	12.98929192
475	12.98558396
476	12.98143336
477	12.96970881
478	12.96664102
479	12.95643418
480	12.94978145
481	12.94674607
482	12.94373086
483	12.94072995
484	12.9329434
485	12.92555488
486	12.92258156
487	12.91822111
488	12.91370794
489	12.91031158
490	12.90293947
491	12.8926531
492	12.8896905
493	12.88703169
494	12.87552435
495	12.87084167
496	12.86649988
497	12.85658392
498	12.85189185
499	12.84058474
500	12.8361237
501	12.82935575
502	12.82428786
503	12.81429196
504	12.80225045
505	12.79780791
506	12.79372009
507	12.79083051
508	12.78801916
509	12.78510887
510	12.78086012
511	12.77117364
512	12.76841808
513	12.76554825
514	12.7609346
515	12.7564641
516	12.75239774
517	12.74959919
518	12.74682733
519	12.74264352
520	12.73035003
521	12.72753388
522	12.72083683
523	12.70938815
524	12.69684365
525	12.69101234
526	12.68014705
527	12.67212875
528	12.66931071
529	12.66544109
530	12.66265172
531	12.6533531
532	12.65057629
533	12.64515006
534	12.63935597
535	12.63664832
536	12.62785449
537	12.61527611
538	12.61061329
539	12.60055708
540	12.59401524
541	12.59126543
542	12.58177846
543	12.57904274
544	12.56997785
545	12.56319449
546	12.5589498
547	12.5524082
548	12.54838465
549	12.54565634
550	12.54014475
551	12.5340875
552	12.52948324
553	12.51891946
554	12.5163697
555	12.50760912
556	12.49807034
557	12.49344694
558	12.49091985
559	12.48822873
560	12.47954137
561	12.47539294
562	12.47054691
563	12.46509757
564	12.46117196
565	12.44884655
566	12.44151052
567	12.43148087
568	12.42883837
569	12.4262452
570	12.41854858
571	12.41036205
572	12.40770965
573	12.40338105
574	12.39814465
575	12.39435148
576	12.39190029
577	12.388735
578	12.38406206
579	12.37714276
580	12.37461964
581	12.36734702
582	12.36477325
583	12.36240227
584	12.35855915
585	12.35292344
586	12.35033309
587	12.34533636
588	12.34095729
589	12.33700926
590	12.33442575
591	12.33188981
592	12.32936711
593	12.32684751
594	12.3231118
595	12.31832106
596	12.3144557
597	12.30918067
598	12.30353845
599	12.30113986
600	12.28875652
601	12.28629873
602	12.28227532
603	12.27055937
604	12.26666274
605	12.26424842
606	12.25886793
607	12.25634733
608	12.2539285
609	12.2440468
610	12.24016797
611	12.22880672
612	12.22278585
613	12.21465774
614	12.2077214
615	12.20526036
616	12.20276988
617	12.2002892
618	12.19671203
619	12.19158203
620	12.18425446
621	12.18181713
622	12.17935107
623	12.16971916
624	12.16536466
625	12.15758214
626	12.1477685
627	12.14457926
628	12.14211923
629	12.12992509
630	12.12747684
631	12.11997777
632	12.11563763
633	12.11319502
634	12.10944439
635	12.09736627
636	12.09503398
637	12.09131825
638	12.08223338
639	12.07981221
640	12.0747299
641	12.06728926
642	12.0648777
643	12.05762811
644	12.04848726
645	12.04380342
646	12.03445352
647	12.03213611
648	12.02082362
649	12.01397432
650	12.00274213
651	12.00046085
652	11.99603238
653	11.9906963
654	11.98833025
655	11.98592908
656	11.97767563
657	11.97409149
658	11.96705245
659	11.96338814
660	11.96102156
661	11.95445244
662	11.94959278
663	11.94731442
664	11.94496867
665	11.93869699
666	11.93503171
667	11.93155702
668	11.92934513
669	11.92497162
670	11.92288705
671	11.91942793
672	11.91566928
673	11.91338285
674	11.9043352
675	11.90068759
676	11.89328504
677	11.88875689
678	11.8864518
679	11.88182748
680	11.87615121
681	11.87051856
682	11.86262408
683	11.85350904
684	11.84290359
685	11.84063642
686	11.83838143
687	11.83023004
688	11.82680074
689	11.82468482
690	11.82241129
691	11.81896261
692	11.80970515
693	11.80286957
694	11.7983084
695	11.78742303
696	11.78518747
697	11.78289241
698	11.7783737
699	11.77625038
700	11.77246724
701	11.76195764
702	11.7586707
703	11.75205828
704	11.74218993
705	11.74010391
706	11.73788841
707	11.73439141
708	11.73001389
709	11.72780504
710	11.724019
711	11.71927363
712	11.70964554
713	11.70629421
714	11.70446702
715	11.69958627
716	11.69067603
717	11.6884779
718	11.68629131
719	11.68423011
720	11.68096802
721	11.67740708
722	11.67100987
723	11.66562997
724	11.66218482
725	11.6547494
726	11.65085482
727	11.64862506
728	11.64231461
729	11.64029959
730	11.63694244
731	11.62954843
732	11.62179886
733	11.61963013
734	11.61763313
735	11.61324448
736	11.60941422
737	11.60661312
738	11.60442463
739	11.59640506
740	11.59304686
741	11.59092206
742	11.58253029
743	11.57847715
744	11.57630019
745	11.57084337
746	11.56230908
747	11.56033396
748	11.55864135
749	11.55284335
750	11.55100221
751	11.54899567
752	11.54302603
753	11.53941575
754	11.53467226
755	11.53131412
756	11.52315172
757	11.52110721
758	11.51892718
759	11.51102575
760	11.50119874
761	11.49925266
762	11.49748511
763	11.49538264
764	11.49144868
765	11.48818716
766	11.48628287
767	11.4784162
768	11.47129074
769	11.46467479
770	11.46258144
771	11.4587421
772	11.45675215
773	11.45481602
774	11.44930599
775	11.44505118
776	11.44108031
777	11.43233832
778	11.42943714
779	11.42616445
780	11.4198076
781	11.41655621
782	11.41350734
783	11.40988913
784	11.40777245
785	11.40569341
786	11.40128885
787	11.3968996
788	11.39504545
789	11.39297938
790	11.38194297
791	11.37896758
792	11.37427635
793	11.36633063
794	11.35932293
795	11.35510899
796	11.35111037
797	11.34906881
798	11.34074749
799	11.33662266
800	11.33455512
801	11.33247255
802	11.33043716
803	11.32727098
804	11.32427769
805	11.32079274
806	11.31876415
807	11.3146646
808	11.30444895
809	11.29668277
810	11.290934
811	11.28810024
812	11.28447867
813	11.28150389
814	11.27966112
815	11.2759798
816	11.2741143
817	11.26920273
818	11.2660567
819	11.26404149
820	11.25250708
821	11.25047877
822	11.24666058
823	11.24134225
824	11.2393167
825	11.2373138
826	11.23529735
827	11.23330432
828	11.22490249
829	11.22282941
830	11.217181
831	11.21526082
832	11.20849337
833	11.20173823
834	11.19486321
835	11.18647012
836	11.18447011
837	11.17685097
838	11.1694595
839	11.16657472
840	11.16459118
841	11.16261612
842	11.1606461
843	11.15465555
844	11.15164397
845	11.1496769
846	11.1406272
847	11.13860777
848	11.13462884
849	11.13005591
850	11.12822719
851	11.12625856
852	11.1243079
853	11.12234983
854	11.11764075
855	11.11453595
856	11.11076346
857	11.10446842
858	11.10251294
859	11.09594673
860	11.09404106
861	11.08591528
862	11.08034037
863	11.07838985
864	11.07646229
865	11.07373219
866	11.07153399
867	11.06894843
868	11.06701405
869	11.06510469
870	11.05818061
871	11.04886302
872	11.04495608
873	11.03688647
874	11.03331033
875	11.03139097
876	11.02946405
877	11.02219806
878	11.01693818
879	11.01389815
880	11.00884399
881	11.00258525
882	10.99817822
883	10.99625153
884	10.99309526
885	10.98657982
886	10.98332527
887	10.98032304
888	10.97740517
889	10.97480408
890	10.96816479
891	10.96555432
892	10.9625365
893	10.96062032
894	10.95609911
895	10.95182219
896	10.95007994
897	10.94710017
898	10.94303107
899	10.94112132
900	10.93938895
901	10.93748779
902	10.93577877
903	10.93092837
904	10.92813495
905	10.92465212
906	10.92276516
907	10.9208917
908	10.91901305
909	10.91714146
910	10.91000677
911	10.90697552
912	10.8996827
913	10.89781045
914	10.89606821
915	10.89308055
916	10.88752615
917	10.87978722
918	10.87734021
919	10.87277409
920	10.87086382
921	10.86693365
922	10.86401865
923	10.85681329
924	10.85496067
925	10.85173417
926	10.84883882
927	10.84716086
928	10.84278281
929	10.8347037
930	10.83290342
931	10.83091262
932	10.82084637
933	10.81291857
934	10.80898458
935	10.80713785
936	10.80035539
937	10.7956236
938	10.78997706
939	10.78400216
940	10.78062382
941	10.77499618
942	10.77315116
943	10.76589475
944	10.76406043
945	10.76232811
946	10.76053465
947	10.75737979
948	10.74945286
949	10.74690907
950	10.73916171
951	10.73278425
952	10.73094109
953	10.72622875
954	10.72336063
955	10.71746093
956	10.70989335
957	10.70432557
958	10.70257565
959	10.69990055
960	10.69807432
961	10.6961306
962	10.69267925
963	10.68755334
964	10.68573494
965	10.68103262
966	10.67927115
967	10.67659011
968	10.67397089
969	10.66882057
970	10.66598676
971	10.66165994
972	10.65985462
973	10.65675006
974	10.65494461
975	10.65329772
976	10.65007998
977	10.64706304
978	10.64527192
979	10.64206148
980	10.63918303
981	10.63654548
982	10.6347405
983	10.63295826
984	10.63125949
985	10.6231169
986	10.61769298
987	10.61485805
988	10.61204917
989	10.60569302
990	10.6038905
991	10.59749406
992	10.59475764
993	10.59188893
994	10.59010754
995	10.58832974
996	10.58522919
997	10.57967136
998	10.57672924
999	10.57217746
